date,scientific_name,address,city,state,quality_grade
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecula,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecula,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Carderock Recreation Area,Potomac,MD,research
2021-04-24,Magicicada septendecim,Carderock Recreation Area,Potomac,MD,research
2021-04-24,Magicicada septendecim,Northcliffe Dr,Rockville,MD,research
2021-04-24,Magicicada septendecim,Unnamed Road,Cincinnati,OH,research
2021-04-24,Magicicada septendecim,Clear Creek Park,Shelbyville,KY,research
2021-04-24,Magicicada septendecim,West Dr,Princeton,NJ,research
2021-04-24,Magicicada septendecim,The U.S. National Arboretum,Washington,DC,research
2021-04-24,Magicicada cassinii,Litchfield Rd,Baltimore,MD,research
2021-04-24,Magicicada septendecim,Lafayette Cir,Cincinnati,OH,research
2021-04-24,Magicicada,Perkiomen Trail,Harleysville,PA,research
2021-04-24,Magicicada septendecim,Nimitz Rd,Kensington,MD,research
2021-04-24,Magicicada septendecim,Hoosier National Forest,Columbus,IN,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada cassinii,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Cave Hill Cemetery,Louisville,KY,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,I- N,Galena,OH,research
2021-04-24,Magicicada septendecim,Langland St,Cincinnati,OH,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Cook Rd,Powell,OH,research
2021-04-24,Magicicada septendecim,Muchmore Rd,Cincinnati,OH,research
2021-04-24,Magicicada septendecim,Spring Rock Ct,Fairfax,VA,research
2021-04-24,Magicicada,N Mulanix St,Kirksville,MO,research
2021-04-24,Magicicada septendecim,Xavier University,Cincinnati,OH,research
2021-04-24,Magicicada septendecim,Shades State Park,Crawfordsville,IN,research
2021-04-24,Magicicada septendecula,Windjammer Ct,Indianapolis,IN,research
2021-04-24,Magicicada septendecim,Baldpate Mountain,Titusville,NJ,research
2021-04-24,Magicicada,N Russell St,Urbana,OH,research
2021-04-24,Magicicada septendecula,Clear Creek Park,Shelbyville,KY,research
2021-04-24,Magicicada septendecim,University of Dayton,Dayton,OH,research
2021-04-24,Magicicada cassinii,Wall Park,North Bethesda,MD,research
2021-04-24,Magicicada septendecula,Riverside Dr,Dublin,OH,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Eastern Pkwy,Louisville,KY,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Hunters Cove Dr,Indianapolis,IN,research
2021-04-24,Magicicada cassinii,Riverside Dr,Dublin,OH,research
2021-04-24,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada cassinii,Gold Ice Arena,Newark,DE,research
2021-04-24,Magicicada septendecim,Clarenford Station Park,Arlington,VA,research
2021-04-24,Magicicada septendecim,Tyler Park,Louisville,KY,research
2021-04-24,Magicicada septendecim,Fischer Greenhouse Laboratory,Newark,DE,research
2021-04-24,Magicicada cassinii,Tyler Park,Louisville,KY,research
2021-04-24,Magicicada septendecim,W Galaxy Dr,Connersville,IN,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecula,Kingwood Locktown Rd,Frenchtown,NJ,research
2021-04-24,Magicicada septendecim,Bluffview Dr,Columbus,OH,research
2021-04-24,Magicicada,Mount Notre Dame High School,Reading,OH,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Dutchtown-Zion Rd,Skillman,NJ,research
2021-04-24,Magicicada cassinii,W Park Pl,Newark,DE,research
2021-04-24,Magicicada cassinii,Governor Ritchie Hwy,Brooklyn,MD,research
2021-04-24,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-24,Magicicada septendecim,Rock Creek Regional Park,Derwood,MD,research
2021-04-24,Magicicada septendecim,Battle Rock Dr,Clifton,VA,research
2021-04-24,Magicicada cassinii,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada septendecula,Twin Pointe Cir,Indianapolis,IN,research
2021-04-24,Magicicada cassinii,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada cassinii,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada cassinii,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada septendecim,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada cassinii,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada cassinii,Chain Bridge Rd,Vienna,VA,research
2021-04-24,Magicicada,Lancaster St,Baltimore,MD,research
2021-04-24,Magicicada septendecim,W Mitchell Ave,Cincinnati,OH,research
2021-04-24,Magicicada septendecim,Edmondson Ave,Catonsville,MD,research
2021-04-24,Magicicada septendecim,Hawthorne Rd,Ellicott City,MD,needs_id
2021-04-24,Magicicada septendecim,Heathcote Meadows Preserve,Princeton,NJ,research
2021-04-24,Magicicada septendecim,Dunloggin Rd,Ellicott City,MD,research
2021-04-24,Magicicada septendecim,Westfield,Baltimore,MD,needs_id
2021-04-24,Magicicada septendecim,Governor Ritchie Hwy,Glen Burnie,MD,research
2021-04-24,Magicicada cassinii,Country Ln,Milford,OH,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada cassinii,West Dr,Princeton,NJ,research
2021-04-24,Magicicada septendecim,W Park Pl,Newark,DE,research
2021-04-24,Magicicada cassinii,Camp Dr,Carlisle,KY,research
2021-04-24,Magicicada septendecim,Darby Creek Dr,Galloway,OH,research
2021-04-24,Magicicada cassinii,Woodland Walk,Eddyville,KY,research
2021-04-24,Magicicada septendecim,Cherokee @ Alta,Louisville,KY,research
2021-04-24,Magicicada cassinii,Cherokee @ Alta,Louisville,KY,research
2021-04-24,Magicicada cassinii,Cherokee @ Alta,Louisville,KY,research
2021-04-24,Magicicada septendecim,Cherokee @ Alta,Louisville,KY,research
2021-04-24,Magicicada septendecula,Glen Echo Park,Glen Echo,MD,research
2021-04-24,Magicicada septendecim,Cherokee @ Alta,Louisville,KY,research
2021-04-24,Magicicada septendecim,Atlee Pl,Springfield,VA,needs_id
2021-04-24,Magicicada,Brigadier Ct,Wilder,KY,research
2021-04-24,Magicicada septendecim,Merrill Creek Rd,Washington,NJ,research
2021-04-24,Magicicada septendecim,Warren Walker Park,Louisville,KY,research
2021-04-24,Magicicada septendecim,S Madison St,Bloomington,IN,research
2021-04-24,Magicicada septendecim,Wheaton,Silver Spring,MD,research
2021-04-24,Magicicada,I- N,Galena,OH,research
2021-04-24,Magicicada septendecim,Veirs Mill Rd Twinbrook Shopping Center,Rockville,MD,research
2021-04-24,Magicicada septendecim,Veirs Mill Rd Twinbrook Shopping Center,Rockville,MD,research
2021-04-24,Magicicada cassinii,Veirs Mill Rd Twinbrook Shopping Center,Rockville,MD,research
2021-04-24,Magicicada septendecim,Glen Echo Park,Glen Echo,MD,research
2021-04-24,Magicicada cassinii,Rock Creek Park,Washington,DC,research
2021-04-24,Magicicada septendecim,Fulton St NW,Washington,DC,research
2021-04-24,Magicicada septendecim,Country Ln,Louisville,KY,research
2021-04-24,Magicicada,Great Miami River,Tipp City,OH,research
2021-04-24,Magicicada septendecim,Rolling Ln,Louisville,KY,research
2021-04-24,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada septendecim,Temple Pl,Quakertown,PA,research
2021-04-24,Magicicada cassinii,Lake Darby Estates,Lake Darby,OH,research
2021-04-24,Magicicada septendecim,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada cassinii,Cherokee Triangle,Louisville,KY,research
2021-04-24,Magicicada septendecim,Cherokee Triangle,Louisville,KY,research
2021-04-24,Magicicada septendecim,Franklin Ave & Caroline Ave,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Thistle Dr,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Cabin John Regional Park,Bethesda,MD,research
2021-04-24,Magicicada,Cabots Point Ln,Reston,VA,research
2021-04-24,Magicicada septendecim,Cedar Island,Bethesda,MD,research
2021-04-24,Magicicada septendecim,Mammoth Cave National Park,Cub Run,KY,research
2021-04-24,Magicicada septendecim,Cabin John Regional Park,Bethesda,MD,research
2021-04-24,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-24,Magicicada septendecim,Fairfield Ave,Cincinnati,OH,research
2021-04-24,Magicicada septendecim,Pohick,Fairfax Station,VA,research
2021-04-24,Magicicada septendecim,Cabots Point Ln,Reston,VA,research
2021-04-24,Magicicada cassinii,Quadrant Dr,North Bend,OH,research
2021-04-24,Magicicada septendecim,Mallard Crossing,Scottsburg,IN,research
2021-04-24,Magicicada cassinii,Mallard Crossing,Scottsburg,IN,research
2021-04-24,Magicicada cassinii,Rachel Carson Conservation Park,Brookeville,MD,research
2021-04-24,Magicicada septendecim,Mallard Crossing,Scottsburg,IN,research
2021-04-24,Magicicada cassinii,E Fall Creek Parkway N Dr,Indianapolis,IN,research
2021-04-24,Magicicada septendecim,E Fall Creek Parkway N Dr,Indianapolis,IN,research
2021-04-24,Magicicada cassinii,Flagship Park,Erlanger,KY,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
2021-04-24,Magicicada septendecim,Wheaton Regional Park,Silver Spring,MD,research
